subscription_id,user_id,plan_type,status,start_date,end_date,monthly_price
a3f04b4c-48a8-49e8-af4f-b4d977e4a823,098563b6-0813-4736-9b09-c68556bcda84,standard,active,2025-06-24,,13.99
fabde141-95a4-49f9-bfaf-7b912d64f353,28c08c08-2334-4a95-ac44-5bb3bfb8f24a,free_trial,cancelled,2025-10-08,2025-12-31,0.0
d23333e1-59f5-463d-8dbb-c63080671499,3559174b-aeb8-424a-8334-d9da96630787,standard,active,2025-02-09,,13.99
0cfd03a7-2eb7-40b0-80e8-4b5c9b2faab2,dd8ae07f-ab2c-4f96-9108-b63be8ea5997,free_trial,cancelled,2025-06-05,2025-09-17,0.0
3177c5ae-c6f3-4696-8ca4-6502fe28e1de,e147a24d-2632-4039-a8d7-f7d7c45ed2e6,premium,active,2025-11-20,,19.99
f5afdc9e-0797-4cd0-a656-11dfc3cac726,b7305cb4-a19e-44a8-8070-e4dc85ac7d73,free_trial,expired,2025-10-02,2025-12-31,0.0
97618964-3b86-4ff3-aab5-b2b8cf247e5c,b7305cb4-a19e-44a8-8070-e4dc85ac7d73,basic,active,2025-10-16,,7.99
c1cb933d-2121-44ac-8ac9-63d717dfa3d0,eef574f3-7bf4-43b5-b705-6741e443227c,standard,active,2024-09-10,,13.99
3e132d8e-7349-4da5-b84d-b35c6bb95069,721c8fbd-397e-4956-bcee-16f77e269098,standard,cancelled,2025-08-16,2025-12-31,13.99
cd2a863b-ba7c-4288-ba3a-359ffebe1eb8,c3bf0ca0-9e0b-4ad3-8385-061b76436c42,standard,cancelled,2025-09-14,2025-11-13,13.99
50e24b3a-232c-4e21-bfe0-818a3a2ac04d,155f2321-b3e2-4af5-83eb-8463ceadf044,standard,active,2025-12-25,,13.99
b8081fff-c096-4f17-a987-aac06d4f69db,c1a2165a-0c5e-4aec-b2c1-5f63a1bafc4b,standard,active,2025-08-29,,13.99
37df4c5c-6a0c-4591-b866-e2524b73c4c4,2a4bfcaa-3e27-4a48-8156-1b60a113d86f,basic,active,2024-05-08,,7.99
995e8777-6c0f-4c03-8e54-4eeb97135b08,b716df94-dc72-4dff-87d8-6a54192e33d8,standard,active,2025-12-14,,13.99
c7c84401-7a79-42cc-b429-ba1bf3f1a2ca,9546833c-5b28-4a6f-86fa-cceb44e72758,free_trial,cancelled,2025-06-17,2025-11-04,0.0
04bd3f16-1b3e-4441-9f4c-36f43bff9a74,7cf869cd-f396-4393-940b-8236ca73c22a,basic,active,2025-09-20,,7.99
04336a62-0d6d-45e3-9ec0-2c6937588e05,ee5232b4-dd26-4b8f-a8fc-7baf775fc525,basic,cancelled,2024-10-16,2025-09-05,7.99
e368a935-1a57-4e57-9d32-c5b8a5fdaf87,f95d85e4-9bb3-4e87-adf4-d8770f12b900,standard,cancelled,2025-11-12,2025-12-31,13.99
9bf8b48d-ab30-4c54-b672-901ffb9e9fb8,b4c102a9-c807-4c47-8872-3ec6cf34bc91,basic,cancelled,2025-03-01,2025-09-16,7.99
adf3d764-85fb-4769-980e-54b12977d970,5be6d916-c9b3-4674-bb4f-e87d01d9b1f1,standard,expired,2023-10-24,2024-06-20,13.99
a6add6f1-733e-4527-ab2e-c14d0d9559d0,4fb3ae71-71f5-461d-936f-4dd499ac4538,free_trial,active,2025-07-04,,0.0
6056932c-d87e-4e65-aad7-26625e2f3e41,4c5b4e76-452f-4433-aaaa-c758e6f2676c,standard,active,2024-08-09,,13.99
5a1ec704-2539-41fd-9512-5a6bad0be912,473cb650-a48d-49b3-af9a-b3cd2d14811f,basic,active,2025-11-09,,7.99
03abf7db-bd4e-450e-8351-f292d156f3ed,b8222b16-4dcb-48c1-828d-bd111a82550e,standard,active,2025-11-07,,13.99
558b4978-9549-4ba8-9366-9e74c27d353c,62d0fc02-d265-466b-a5fe-cb6e60d9d62a,standard,cancelled,2025-12-19,2025-12-31,13.99
b6933930-8c2e-4d08-88c8-d20df19c5cd9,576bcee7-eab2-429a-8029-8574ad66fe02,standard,expired,2025-12-25,2025-12-31,13.99
09fc5ab0-1b7e-4610-b9f8-13fe47f256d5,f2bcac68-2965-4404-99cf-2c936df08612,basic,active,2024-07-08,,7.99
dbb5cac8-78f5-43b4-9947-9cbf2c4d8e2c,1288bc43-60cf-4b71-92ee-a789a73a0d16,standard,cancelled,2025-09-22,2025-10-20,13.99
2b83d279-692f-4d54-af06-356247e2ff2a,3b0880ed-206f-4311-9afb-783fa859ed43,free_trial,cancelled,2025-09-09,2025-12-31,0.0
fd33d471-0d39-49d5-8158-6a6d5c16eee9,dd8ae07f-ab2c-4f96-9108-b63be8ea5997,free_trial,active,2023-10-11,,0.0
a7af5fd5-6901-438e-918e-cd0f5723b528,c57a238c-1386-48af-8514-c61c97fe508e,free_trial,cancelled,2025-08-07,2025-12-31,0.0
20d39a20-bb95-4d15-9c9c-fdaead2df715,3b0880ed-206f-4311-9afb-783fa859ed43,free_trial,expired,2025-08-16,2025-12-31,0.0
c3f13d6a-93c0-43eb-85ee-99f997077bcf,a5df8d27-4f25-4191-b048-3fa182b18189,basic,active,2025-11-09,,7.99
5cc285ad-c5b7-411a-8543-f5043325bbbd,098563b6-0813-4736-9b09-c68556bcda84,standard,active,2025-04-05,,13.99
b167470b-2c52-4397-9696-98865940f0a3,e36af033-3fe9-4167-9c08-6a3b7847d760,basic,paused,2024-10-31,2025-09-02,7.99
65b4992e-ee1b-4b74-9123-11afccdf6363,fc7b3341-1590-48ca-99f9-1928648c0f42,free_trial,cancelled,2023-03-10,2024-02-07,0.0
ee5cd0dd-fe9e-4742-b031-310e3bacf957,472be4dd-ca2d-4fa5-bec8-2edeae2ec43c,premium,active,2025-08-29,,19.99
48d32942-68c6-41cb-840a-d4f881c0ca2d,6d9a8305-3e90-4dde-8f0c-4f49ad946589,basic,active,2024-08-17,,7.99
57ddcace-7a01-4966-815e-c8f458884a9f,c2c78483-38de-4f10-92ad-720fe6ca99cc,free_trial,paused,2025-11-22,2025-12-31,0.0
a4a9915f-475c-4bdf-8257-b7e2d4ac370e,cab17f19-0bb2-4e7a-b0de-ec6fa6a826c3,standard,expired,2024-08-30,2025-05-24,13.99
becd26ee-b433-45e6-a037-0b4b322ad7b8,18fb534e-8131-4076-ab57-fb2fe8689a73,basic,paused,2025-07-21,2025-12-18,7.99
cbef1384-16bd-47d1-8262-2c3330e2c576,6d1dd2a0-ee28-4bd8-9dcb-959fdb401416,standard,active,2025-03-18,,13.99
d9abe363-1c81-4f11-9eaf-ffc384b9aee3,649ac887-96c2-447f-a60f-3b23d964c51c,standard,active,2025-08-14,,13.99
b9158a83-9642-437f-bd05-6ef99060ca62,d0fabc12-e9cd-477a-9539-341f6371542a,standard,paused,2025-04-11,2025-08-23,13.99
86fca060-caeb-447b-99d8-601d5172ccee,77130972-0fbf-438e-80f9-8a0bb3d7db7a,basic,cancelled,2024-02-08,2025-01-18,7.99
3fa5b193-534d-4fb8-884d-4ecf0475795a,441cf781-df06-4a76-bc50-b8a0770e3dc2,free_trial,expired,2025-07-11,2025-12-31,0.0
219696d5-3be1-4238-b005-9c709d5d023d,098563b6-0813-4736-9b09-c68556bcda84,basic,expired,2025-06-02,2025-10-25,7.99
97354625-6984-4103-bc7e-44e94f951b0e,7dd7231e-aeb2-4fe3-9819-fbb51a91e1bc,free_trial,active,2024-07-23,,0.0
6958a3d2-a666-437c-9045-76edfe29bc2f,54f2981f-904b-42d6-a49b-c62bd104ea1c,basic,paused,2025-04-08,2025-12-31,7.99
d75594a4-ffa7-45fe-93da-34d780f98e56,87a0011f-0b86-4ff2-803f-eccfdfb49dce,standard,active,2025-11-23,,13.99
4159b782-9104-4c45-a641-ccd2d0ba26f9,c8e11a59-f727-4a81-9192-08e9230d68b8,basic,active,2025-06-18,,7.99
cf1a2a18-406c-49dc-b51a-d3b9eb38c25d,1248f9f7-df4c-4b00-b5ff-0e4648a27c72,standard,active,2024-12-13,,13.99
8da64990-53dc-4192-9bf8-343ac6546d22,d95f2d05-8e32-409e-b54e-239406b9a0af,premium,active,2025-06-30,,19.99
87b1dd69-cb2a-4067-8f99-94219ef46136,87a0011f-0b86-4ff2-803f-eccfdfb49dce,standard,active,2025-11-30,,13.99
8d7d18af-f154-4baa-958b-4dff29ef6198,4976d66e-2cd1-4b81-b147-339bcd9d1b08,premium,expired,2025-10-25,2025-12-31,19.99
7230fb4f-e1b5-4a5e-ac77-d6bcf3d28aca,1e8133ea-89a4-4b68-ac9e-19f55f3484dd,premium,expired,2023-12-12,2024-05-09,19.99
283a105e-e2e1-442d-873f-4040708b4118,7cf6478f-ba9d-4f70-9ab8-e213925fe7e9,basic,expired,2024-04-15,2025-01-05,7.99
370738bb-7942-4372-b723-2bae574a30b4,f09b184f-537e-4575-84ba-b85ab14e3168,premium,cancelled,2025-06-22,2025-12-31,19.99
6eaf960b-de04-4264-82c1-1909ee922780,bdacaf14-77ec-4589-a453-eb99b47d03b7,basic,active,2025-09-07,,7.99
30d47113-fb48-419c-9fcc-ba3ad303a20f,8b1d6351-26cf-4695-a2c3-f7665f8c0eb8,basic,active,2025-11-07,,7.99
4761164d-3d4b-4932-a187-25c09159d2cc,7810a6df-0884-455c-a601-9f267ecc153e,premium,active,2025-10-26,,19.99
11d3bece-28a9-4d07-8550-a9f66bbeb4d9,87a0011f-0b86-4ff2-803f-eccfdfb49dce,standard,active,2025-12-21,,13.99
99e690ad-6386-4557-9c94-fef07b9d90f0,1bcd6bec-a2de-4e9e-8f1f-ef62ea754ef8,premium,active,2024-11-30,,19.99
dbf1a189-8754-4800-9141-5132c9d2d8d5,4f4033e9-bf98-4f89-847f-72865298883c,basic,expired,2025-11-08,2025-12-31,7.99
077b0b7c-5ebb-401d-96d5-5c91da8ebe5d,4ce451b8-607a-4d86-ad17-7b60b310a4b8,premium,cancelled,2025-10-18,2025-11-03,19.99
32d4b0bd-a040-4429-95a8-ce103bd24332,ed10466a-9657-4d8e-a36c-13362844e163,standard,paused,2024-12-09,2025-04-28,13.99
838e8259-2799-4ceb-898f-599b4a365cf2,0385d725-3123-431a-b8c2-46b23881ebd3,basic,active,2025-06-18,,7.99
a5ee7adc-15f4-4498-8f6c-1772ebb332e9,bf1e9c67-48dc-4fd4-852f-de093f86ec10,premium,active,2025-02-07,,19.99
c2178f27-4243-4a53-bb09-b3c7f7c029d0,83d813a4-68bd-4a9b-a0a6-b19433c5e567,premium,active,2025-10-03,,19.99
5106a483-3e12-41e3-9702-31ca9046686e,ba98038c-406e-4043-9fe4-85d94451831d,standard,cancelled,2025-12-09,2025-12-31,13.99
6877c6c8-db59-419e-9503-f95e5cca376f,082b944f-3312-47d1-9293-c1db14f572b2,standard,cancelled,2025-10-19,2025-12-31,13.99
d109fcc2-04ea-414d-8b49-509a67beaed0,ad38a730-c3ea-4c1c-8cf9-0c123131afba,premium,active,2025-08-15,,19.99
30cdfb69-c2d2-415c-a731-b0b389bbe1c8,b716df94-dc72-4dff-87d8-6a54192e33d8,free_trial,expired,2025-11-18,2025-12-31,0.0
3a64222c-f4f0-42c6-83e9-2b817642b699,ffc6ab07-378f-41d5-a4e7-c48769358c7f,premium,active,2024-06-03,,19.99
28ae283b-7322-4027-baf9-7dc4b165c222,5d04f038-3f1c-4e84-ae48-f1b711971e32,basic,active,2025-04-11,,7.99
e35ac74c-38fd-4b51-bd5f-52dc459d03c7,4a087a5b-21ca-4587-81cd-a7c85ecc694b,basic,active,2025-10-04,,7.99
1615963a-7fee-4338-8f8b-a574911a140b,28dc9770-6460-4266-b9bf-7e73c809c5f0,premium,active,2024-09-19,,19.99
fe1104f5-3667-4677-8971-e4d0b7e2a12a,aa5e2d3f-b6a2-4c57-ad97-ce79820191e3,basic,active,2025-11-10,,7.99
296b4108-5e24-43f4-9a1b-3649b1eb8aa3,2122bf76-8598-4b6c-86cb-e439a8cc3795,free_trial,active,2025-03-05,,0.0
67fff8d9-bb7e-46d9-b2e0-9f007ab5e747,e1b96880-274d-4fc7-86e1-fe65b17c89cb,premium,cancelled,2025-01-21,2025-09-08,19.99
f24ea335-c072-42bb-b622-50406c950462,b6d2f8a9-db7c-4cbf-afb2-2ea192339736,standard,cancelled,2025-08-27,2025-12-31,13.99
f0b531cc-2755-43e8-9903-1fcf2541ede5,03b5515d-8b25-460e-b7bf-eb96806a8e2f,basic,active,2025-11-23,,7.99
787d3edf-065a-437f-8609-6e99fa501993,b8151b66-347b-4603-930b-2ff2fc4dac8b,standard,paused,2025-03-28,2025-12-31,13.99
65e745b4-aea7-4a38-8120-85ab218f2801,03b5515d-8b25-460e-b7bf-eb96806a8e2f,standard,cancelled,2025-11-26,2025-12-31,13.99
d3af03ba-5b55-4ce3-a73b-05340dc71fda,7f481e1f-6623-4119-b35d-944d49d5b818,standard,paused,2025-10-19,2025-12-31,13.99
bfcd7f5a-a0b3-4cc3-99a8-36654100a67a,5be6d916-c9b3-4674-bb4f-e87d01d9b1f1,basic,active,2024-07-10,,7.99
2029695c-9116-4de8-9889-05219f2b265f,9985c5b6-b84e-4f79-abaa-ed0be6ec2f80,free_trial,cancelled,2024-02-10,2024-11-11,0.0
dd2f835f-ae80-455f-8dff-1b1a04120a92,f46318ad-bf69-4510-b9d6-8eb3a0650109,basic,expired,2025-10-02,2025-12-31,7.99
41b2f677-ed76-41be-9302-e9f5f4da2a33,37043c3d-5b4e-4d04-8f19-ad0cc1fd7e2e,standard,active,2025-12-11,,13.99
09ec70fd-6f6f-4cb1-8dba-0500a989d589,4f3fc11f-4baf-46f9-af3a-f0602489b257,standard,expired,2023-11-03,2023-12-10,13.99
6a897d27-ddc1-4e0d-b894-d0f5d390229a,92db35ba-72ee-4348-9364-d713ed7ba614,basic,active,2025-08-03,,7.99
dedf15fd-92ec-459e-b4b0-673ef9e90fcc,71080350-022f-4929-adbb-b155805cc44f,basic,expired,2025-09-23,2025-12-31,7.99
2603e525-27e2-4540-8395-6e8947f62d79,a8688a18-c801-41f3-9360-5e535ab97352,premium,active,2025-12-30,,19.99
3a9b278f-e3c6-4a0b-82c2-70c004d7ba1f,4d2d3d31-5aa0-4d20-a768-b50acc2bd3e0,premium,active,2024-06-22,,19.99
1d254393-ee6e-42c2-8060-539ef0ba41a5,404c8fcd-969e-436b-8604-1a93f31eedf3,free_trial,active,2024-08-18,,0.0
74e96ffd-1f1c-490f-b61e-636f6044d1c8,fa0c0f8b-dd60-43cb-ad4b-0503c420f6fe,basic,paused,2025-10-23,2025-12-31,7.99
a3a6cb58-cc77-4055-92a5-9a1dca1c9d3e,74d43566-8508-4c97-9932-dea78c629767,basic,active,2025-12-17,,7.99
343c36a7-3d11-4ad3-bbc0-97b04d871b57,7126142f-dcc4-4f8d-bd02-0005561689a9,premium,active,2025-08-04,,19.99
cf32254c-76a6-4a97-95ec-2364851c0e91,dd8ae07f-ab2c-4f96-9108-b63be8ea5997,free_trial,cancelled,2023-07-12,2023-10-30,0.0
56ccb0f6-db46-4f29-8dc1-5e7d84e49c93,5c0f3cef-be89-4356-adf7-0dfd3260a278,free_trial,active,2025-11-09,,0.0
75e21752-22c7-4037-b34d-efec0d687c89,8cc4a2cc-e495-4183-bfa1-ed16bd2e10e3,basic,active,2025-12-29,,7.99
45a6cd02-c80b-46b1-b55b-d48f41618cda,b8151b66-347b-4603-930b-2ff2fc4dac8b,free_trial,active,2024-08-09,,0.0
aafdbf25-04bc-427c-b48e-0294372b4bf7,5be6d916-c9b3-4674-bb4f-e87d01d9b1f1,basic,cancelled,2025-08-16,2025-12-31,7.99
5d816ca1-5629-4a59-9026-f94a485a3f08,c1a2165a-0c5e-4aec-b2c1-5f63a1bafc4b,basic,expired,2025-09-13,2025-12-31,7.99
24bb33f5-4f45-4472-b9e1-65074e8e5584,94f44bd0-eb5d-4724-b498-b9b3eb7f8c0d,basic,expired,2025-10-06,2025-12-31,7.99
e8ba8830-528e-4873-95d4-911216caf636,e36af033-3fe9-4167-9c08-6a3b7847d760,standard,cancelled,2025-10-18,2025-12-31,13.99
765a9ca6-a26c-45c3-8788-2b505f1ebc07,a152fa7e-310c-4b68-aa5c-cc823bd24487,free_trial,cancelled,2025-11-09,2025-12-31,0.0
3a349361-9758-4498-824a-789e4c4774f5,3ea26861-0e24-4520-b1b2-d7f9fcac4638,standard,expired,2025-11-28,2025-12-31,13.99
677aacfa-86e5-465a-abf1-769baecc0ad3,404c8fcd-969e-436b-8604-1a93f31eedf3,basic,active,2025-03-10,,7.99
e3052947-56eb-4cdb-9d23-f00acd214d21,547dcf93-736b-4e51-bb4d-7db0b307bc1c,standard,cancelled,2025-07-25,2025-12-31,13.99
662c7046-7ee5-4dd4-9baa-57e16e878909,8612b043-1ef1-4d76-95d9-66df58dd3252,basic,active,2025-06-13,,7.99
1972b565-d4a9-4b7c-90a0-4c7e7f456c21,74d43566-8508-4c97-9932-dea78c629767,basic,active,2025-03-11,,7.99
4844d1b1-1161-4efa-89b8-2dcbc140bb38,640d2660-0829-4176-a831-40793a1b6e0b,standard,expired,2025-08-08,2025-12-31,13.99
bcaf2b1c-ce7b-40e2-ab80-3c5f8ea7770d,34262d76-5854-4ae2-9cf5-6fc866f6c6bc,free_trial,paused,2025-03-08,2025-12-31,0.0
fedd02b1-3be7-49d7-bd95-972737bfa858,f380185a-fd12-4bcc-a9cb-9b88d128df29,standard,expired,2025-10-18,2025-12-31,13.99
7a3d6798-2d36-474e-a62f-6f79710eae1e,b6a009b5-8970-474e-b215-4f736ec99a4a,basic,active,2025-05-10,,7.99
ed6071e2-ab34-4462-b1a2-68cc76c10f3c,ed2774c1-a7f3-4b2f-a1f8-b59a9d020d0a,basic,expired,2025-10-28,2025-12-31,7.99
3b42f2cb-0255-4948-9868-e02bcde25061,b454ff87-0d59-44ff-a0d1-d19fc0ee4b18,basic,paused,2025-12-09,2025-12-31,7.99
7c63ff6e-ad9b-4c1f-b813-9ae90816f192,06cc291d-21e7-4c2a-a443-d260abba64ba,basic,active,2025-11-05,,7.99
aa05bf35-ca05-44de-93d7-d148d42898a6,f3c2ac32-5835-493c-8e00-054fb2743570,premium,active,2024-08-20,,19.99
fe90c96e-7741-4c24-b360-7884127ddad4,4c6e32c0-5b36-416f-b29c-17a04f27c328,standard,active,2024-03-30,,13.99
121df19e-4919-43ab-85c6-d421ad425ae2,829798f1-a91e-4a93-8242-4d6d00f6b07a,premium,expired,2025-05-04,2025-12-31,19.99
52385d86-9726-43e3-9b1a-d755c5aeb0b2,3e9606d6-cbf6-4c93-b4eb-d498ffe74844,premium,cancelled,2025-09-24,2025-11-30,19.99
e10949af-2866-419d-af0f-d52bf3651966,3c93efb8-9c0d-4eae-85f8-61a729ff0a6e,free_trial,paused,2025-09-01,2025-11-10,0.0
bc0f2c70-b9cc-421b-aa6a-747c117c4dad,4b246928-ff71-42f6-bc88-52d574850a76,free_trial,expired,2025-08-09,2025-10-14,0.0
8341526a-e108-4285-bed5-fff4934c30d2,3a7546e2-0184-4510-bb33-18ba768c0f69,standard,cancelled,2023-10-07,2024-02-03,13.99
95c998d1-9c78-4c5b-836e-3976fed1da91,b1db9ed2-1bdd-4226-8992-cbaeb807849e,basic,expired,2025-12-02,2025-12-31,7.99
38ba7818-9385-4b20-886d-9dd7e3fd2a96,17dab25f-3b3f-484c-aa11-466d889122fc,standard,cancelled,2023-11-06,2024-05-09,13.99
c69c9813-6c30-4d9b-a91d-51bf40d40ace,dad3665e-34e7-4b5f-b38d-c6e4cb8fbcb5,free_trial,paused,2025-01-24,2025-02-10,0.0
6637be23-2af8-474f-b1d0-e399fa531ce3,dc2afec0-958d-408b-bc5d-86add6dbcf61,standard,active,2025-12-04,,13.99
c98000d6-91fd-4a03-a818-fa1e09f00b87,ed7c6e6f-1def-495c-a92b-9c0b5cae0903,free_trial,active,2025-08-07,,0.0
fcad8104-415b-4a93-b050-c143c831bf99,2122bf76-8598-4b6c-86cb-e439a8cc3795,basic,expired,2025-08-18,2025-11-10,7.99
6efa3ea8-c157-4d78-b89c-2baaee83bdb3,aa5e2d3f-b6a2-4c57-ad97-ce79820191e3,basic,paused,2025-11-23,2025-12-31,7.99
e2b024ab-5217-4e29-9365-f89a9e649b38,eb308a65-4333-4b23-b04a-5426a32d4729,standard,active,2024-10-18,,13.99
9fd5a621-b69f-4a05-a834-dc2b49f55b00,8c13479e-866f-42f2-87f7-93bf93758757,standard,active,2025-01-08,,13.99
27d3ba94-26ba-42bc-9084-be5a3913fece,4eaeda6c-ef51-4c10-9d1a-2e8cb1c5c106,basic,active,2024-01-03,,7.99
571b597c-4bbd-439d-ad25-59deabd80d5d,5c70a092-cb37-47c3-8f8c-ad0dd266d490,free_trial,active,2025-11-10,,0.0
f8b90899-e584-46a9-9a1d-d9ade3b2aea6,c57a238c-1386-48af-8514-c61c97fe508e,free_trial,paused,2025-12-06,2025-12-31,0.0
d7966341-3f35-4e22-b13f-75d5cbe493fa,452593f1-fd4b-4d05-9d07-c87fc75be046,premium,expired,2025-09-03,2025-12-31,19.99
3005e227-5f05-4051-bce7-489c50b9aded,6ee394df-c8b4-4c3b-8041-65ed42f4056d,basic,cancelled,2025-08-15,2025-11-12,7.99
b80597f5-5b39-4e73-967d-49c416828aa5,e202c6f6-a04b-4253-9779-158389c973d4,basic,expired,2025-07-30,2025-12-31,7.99
1169ed91-1792-493c-aab4-9503f03b7b8e,60e3cfd6-ec3d-46f6-9d5e-35415691a190,standard,expired,2025-11-04,2025-12-31,13.99
5dfd4dbb-53c8-4daf-a8dc-dc548f9ef4a9,f662f4f7-4ce4-4d9c-b00e-68b7ce95112d,standard,active,2024-05-26,,13.99
79d476a4-73d2-49b2-ba7c-31d67f708d08,9fd2bd35-e598-4a2b-bcb2-0c94645e309f,basic,paused,2025-09-12,2025-12-31,7.99
e6b03895-baf8-43e7-a5a1-14a74d1e4615,57112a67-7bfa-4a78-9cf2-963cdd70677f,free_trial,cancelled,2025-12-18,2025-12-31,0.0
a244dfb5-4512-45b7-bc73-1e208c854fe5,6c8377ea-3a8c-4eaf-ba90-e9c59a4df7c2,free_trial,cancelled,2025-11-27,2025-12-31,0.0
0789b07b-5d82-4383-be9c-2894b999a98e,f1481706-0175-4066-9f32-2319436ebf21,standard,paused,2025-11-05,2025-12-31,13.99
4a41f288-aada-4da0-a712-deb019ea5833,b6131722-7cbe-4f7c-8d3a-dfe3a5dd4050,free_trial,cancelled,2024-11-18,2025-06-01,0.0
ea21bff4-ef6d-4a1f-a57c-284fb43d3599,59315029-0fe8-4f98-94a7-52a3e963fc87,free_trial,active,2025-10-07,,0.0
7cf6b207-e8df-475e-87ee-3188cedd710d,04c3a66d-76fe-4930-b098-a6695802d010,standard,paused,2025-09-22,2025-12-31,13.99
e9c6c637-68fb-4aa9-b573-f773b0af4fe9,d0c31834-b608-4f2c-a846-1b16116c8367,standard,expired,2025-11-10,2025-12-31,13.99
e0aa4457-22a9-4ab4-958e-3c80f2bcc9b8,8a988d48-567a-4588-998d-71f819c7164b,basic,cancelled,2025-12-08,2025-12-31,7.99
a11c1b7a-5940-41c5-b772-5c41249a6241,6b9ff25b-e4a5-4aa0-89d9-df03e2e15a26,standard,cancelled,2023-10-03,2024-01-23,13.99
41e39366-c393-4a5e-913d-c64dee9d396e,3a7546e2-0184-4510-bb33-18ba768c0f69,standard,active,2025-09-21,,13.99
b5d022cf-70f9-4267-a076-d251312250b4,f46318ad-bf69-4510-b9d6-8eb3a0650109,standard,active,2023-08-10,,13.99
b6ad7b0a-8ebc-4485-ba47-c399dc66d3e0,31a1fcb1-fd09-4474-a4c2-205b0d90eb67,free_trial,active,2025-04-16,,0.0
07c79203-8389-481b-b696-0c84167514ad,d9cee3b9-4b09-4e07-b42e-43ebeb6be34a,standard,cancelled,2025-12-13,2025-12-31,13.99
f1287acb-748f-4533-9223-e29fd6797e4f,b4b7e9e6-d44d-483a-b3fa-f7e2e805f6cb,basic,active,2025-12-05,,7.99
f97645e4-f82f-4d39-872c-16da17aa5dc6,458ba074-fb4c-481a-b47d-b02f4d731676,standard,expired,2025-11-25,2025-12-31,13.99
e2bbe333-dd20-458e-a3da-bfb9acdedd55,876d6270-924a-469c-81f8-185bde938c45,free_trial,active,2025-12-28,,0.0
65394046-4242-4b9d-8103-2e26da639417,acf32217-43e6-4bd1-a839-66a1a1915b7e,standard,cancelled,2024-11-09,2024-12-09,13.99
96fc9012-3b84-4d88-8b41-021ec472c4e4,4d2d3d31-5aa0-4d20-a768-b50acc2bd3e0,basic,paused,2025-04-25,2025-07-08,7.99
33252cf7-6b9f-49e1-9c6d-dea1d0ecb146,6f6bb773-d365-4bac-8ee9-933652112c8f,premium,active,2024-03-01,,19.99
aea5869e-241b-4f03-bb55-ce74e809ee88,a152fa7e-310c-4b68-aa5c-cc823bd24487,free_trial,active,2025-10-08,,0.0
39941f41-fb70-41f0-bb12-35d6079968ae,a2d2ae77-4c5c-477e-9516-426892435396,basic,expired,2024-11-30,2025-02-24,7.99
18a29141-8169-4e33-a0c3-efe6df959e13,611fad4b-fb65-4199-8515-ce4dddba6ef9,standard,expired,2024-12-06,2025-04-09,13.99
149f0028-1c31-486d-9fcd-7f120817ee95,0135537e-dfc1-4891-bfef-c760a3593f54,standard,active,2025-09-10,,13.99
ce724306-4143-485e-bd39-b52758f8216c,dd40fdbc-d97e-467b-98c3-4f2c68fb55c2,free_trial,cancelled,2023-11-23,2024-05-13,0.0
0fce6234-f66e-4221-8b37-688899c1adaf,d0c31834-b608-4f2c-a846-1b16116c8367,basic,cancelled,2025-06-14,2025-12-31,7.99
50ce5679-102c-435f-9b18-7df9a5359e30,60e49aac-f391-4181-b7b4-d35cf6ad3a35,standard,cancelled,2025-12-24,2025-12-31,13.99
0ba3536a-848a-4e05-afc6-e0e2d558722f,cadc77cd-13ba-4c53-98f6-4e5a6de28510,basic,active,2025-10-11,,7.99
9a4b16f4-b7cc-47e3-8a29-2a013048d5e6,f8c558a5-a923-46af-8aa3-f0820c358258,standard,active,2025-07-04,,13.99
1ff318f6-0641-4b38-94d0-f1b0c2d5919c,4623f83f-5a7b-49a2-8f18-b611a863d68c,basic,expired,2023-05-16,2024-04-24,7.99
085e73b4-94f0-4d81-9243-164a2e79f9c6,7ffa1f54-50c8-47f2-8ecc-cc5ae583e31b,premium,cancelled,2025-11-12,2025-12-31,19.99
8800d9ae-f7ac-4940-9c51-c42773bba893,e4f01caf-efbd-4552-8c19-3cf69521c9f6,standard,active,2025-05-19,,13.99
0d29baad-ab9c-4fa1-93bc-93c4c836283e,1372d26b-51af-4b70-9965-73f976c161ab,standard,paused,2025-04-29,2025-12-31,13.99
45e94f01-69ae-4913-b12a-2ff45904d5a7,6d5975d2-94e0-400a-b164-8ffd58e2755b,standard,active,2025-12-20,,13.99
4648534a-a831-4a57-94aa-229275b34595,4c5b4e76-452f-4433-aaaa-c758e6f2676c,standard,expired,2023-12-31,2024-05-18,13.99
97c4ab39-207b-46ef-b020-68af7d87763c,2ac003fd-74f5-4aba-87a4-38cbe91bbccb,standard,active,2025-12-23,,13.99
0b613f3e-0890-43d7-8b49-eab530228f04,28048384-cbf1-4b69-8b0c-b5bf3d5613a4,standard,cancelled,2024-03-03,2024-11-23,13.99
e3fd5d8e-0f3f-49ec-9081-db65eb86ca18,b716df94-dc72-4dff-87d8-6a54192e33d8,premium,active,2025-11-25,,19.99
ffa732f0-69a4-4712-9b34-0d2c02b1e0be,b392e429-e94d-46af-9fe7-ea5102e48b11,premium,active,2025-10-25,,19.99
30031436-8e92-4444-852a-d0bd0afa6376,4c6e32c0-5b36-416f-b29c-17a04f27c328,premium,active,2025-06-03,,19.99
0ed0eb32-60bc-4912-a464-838ef25d83a0,0135537e-dfc1-4891-bfef-c760a3593f54,basic,active,2025-05-31,,7.99
